headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes,en_ref
段,段/区切り,ㄉㄨㄢˋ,duàn,量詞,5,common,ai,word,,,paragraph; section; segment
堆,積み上げる/山,ㄉㄨㄟ / ㄉㄨㄟ,duī / duī,量詞/動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to pile up; to heap up; a mass
對,正しい/〜に対して / 正しい/～に対して,ㄉㄨㄟˋ / ㄉㄨㄟˋ,duì / duì,量詞/介詞(前置詞)/動詞,1,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,right; correct; towards; at; for; concerning; regarding
對方,相手,ㄉㄨㄟˋ ㄈㄤ,duìfāng,名詞,5,common,ai,word,,,the other person; the other side; the other party
對話,対話/会話,ㄉㄨㄟˋ ㄏㄨㄚˋ,duìhuà,名詞,5,common,ai,word,,,to talk (with sb); dialogue; conversation
對了,そうだ/ところで,ㄉㄨㄟˋ ˙ㄌㄜ,duìle,,5,common,ai,word,,,"Correct!; Oh, that's right, ... (when one suddenly remembers sth one wanted to mention); Oh, by the way, ..."
對象,対象/交際相手,ㄉㄨㄟˋ ㄒㄧㄤˋ,duìxiàng,名詞,5,common,ai,word,,,target; object; partner; boyfriend; girlfriend; CL:個|个[ge4]
頓,回/一時停止/整頓,ㄉㄨㄣˋ / ㄉㄨㄣˋ / ㄉㄨㄣˋ,dùn / dùn / dùn,量詞/副詞/自動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to stop; to pause; to arrange
多多少少,多少なりとも,ㄉㄨㄛ ˙ㄉㄨㄛ ㄕㄠˇ ㄕㄠˇ,duōduoshǎoshǎo,副詞,5,common,ai,word,,原表記: 多多(˙ㄉㄨㄛ)少少,to some extent; more or less
嗯,うん（相槌）,˙ㄣ,en,助詞,5,common,ai,word,,原表記: 嗯(˙ㄣ),(a groaning sound) ‖ (nonverbal grunt as interjection)
而,そして/また,ㄦˊ,ér,接続詞,5,common,ai,word,,,and; as well as; and so
兒童,子供,ㄦˊ ㄊㄨㄥˊ,értóng,名詞,5,common,ai,word,,,child
發,出す/発する/発行する,ㄈㄚ / ㄈㄚ / ㄈㄚ,fā / fā / fā,動詞/変化動詞/量詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to send out; to show (one's feeling); to issue
發表,発表する/公表する,ㄈㄚ ㄅㄧㄠˇ,fābiǎo,動詞,5,common,ai,word,,,to issue; to publish
發財,金持ちになる,ㄈㄚ ㄘㄞˊ,fācái,Vp-sep,5,common,ai,word,,,to get rich
發出,発する/出す,ㄈㄚ ㄔㄨ,fāchū,変化動詞,5,common,ai,word,,,"to issue (an order, decree etc); to send out; to dispatch; to produce (a sound); to let out (a laugh)"
發達,発達した/繁栄した,ㄈㄚ ㄉㄚˊ,fādá,状態動詞(形容詞),5,common,ai,word,,,well-developed; flourishing; to develop; to promote; to expand; (literary) to achieve fame and fortune; to prosper
發揮,発揮する,ㄈㄚ ㄏㄨㄟ,fāhuī,動詞,5,common,ai,word,,,to display; to exhibit; to bring out implicit or innate qualities
發覺,気づく,ㄈㄚ ㄐㄩㄝˊ,fājué,変化動詞,5,common,ai,word,,,to become aware; to detect; to realize
發明,発明する/発明,ㄈㄚ ㄇㄧㄥˊ,fāmíng,名詞/変化動詞,5,common,ai,word,,,to invent; an invention; CL:個|个[ge4]
犯,犯す/違反する,ㄈㄢˋ,fàn,状態動詞,5,common,ai,word,,,to violate; to offend; to assault
反而,かえって/逆に,ㄈㄚˇ ㄋㄜˊ ˙ㄦ,fǎnér,接続詞,5,common,ai,word,,,on the contrary; instead
方式,方法/やり方,ㄈㄤ ㄕˋ,fāngshì,名詞,5,common,ai,word,,,way; method; manner; mode; pattern (of behavior etc); CL:種|种[zhong3]
房客,間借り人,ㄈㄤˊ ㄎㄜˋ,fángkè,名詞,5,common,ai,word,,,tenant
訪問,訪問する/インタビューする,ㄈㄤˇ ㄨㄣˋ,fǎngwèn,動詞,5,common,ai,word,,原表記: 訪問/訪,to visit; to call on; to interview; CL:次[ci4]
煩惱,悩む/悩み,ㄈㄢˊ ㄋㄠˇ / ㄈㄢˊ ㄋㄠˇ,fánnǎo / fánnǎo,状態動詞(形容詞)/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to be worried; to be distressed; worries
範圍,範囲/領域,ㄈㄢˋ ㄨㄟˊ,fànwéi,名詞,5,common,ai,word,,,range; scope; limit
翻譯,翻訳する/通訳する,ㄈㄢ ㄧˋ,fānyì/fān/yì,動詞,5,common,ai,word,,原表記: 翻譯/翻/譯,to translate; to interpret; translator
反應,反応する/反応,ㄈㄢˇ ㄧㄥˋ / ㄈㄢˇ ㄧㄥˋ,fǎnyìng / fǎnyìng,名詞/自動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to react; to respond; reaction
發票,領収書/レシート,ㄈㄚ ㄆㄧㄠˋ,fāpiào,名詞,5,common,ai,word,,,invoice; receipt; bill; uniform invoice (abbr. for 統一發票|统一发票[tong3yi1 fa1piao4])
發脾氣,腹を立てる,ㄈㄚ ㄆㄧˊ ㄑㄧˋ,fāpíqì,自動詞,5,common,ai,word,,,to lose one's temper; to fly into a rage; to throw a tantrum
非,非/～ではない,ㄈㄟ,fēi,副詞/状態動詞,5,common,ai,word,,,"abbr. for 非洲[Fei1 zhou1], Africa ‖ to not be; not"
費用,費用/経費,ㄈㄟˋ ㄩㄥˋ,fèiyòng,名詞,5,common,ai,word,,,cost; expenditure; expense
豐富,豊かにする/豊富だ,ㄈㄥ ㄈㄨˋ,fēngfù,状態動詞(形容詞),5,common,ai,word,,,to enrich; rich; plentiful
風格,スタイル/様式,ㄈㄥ ㄍㄜˊ,fēnggé,名詞,5,common,ai,word,,,style
風俗,風習/しきたり,ㄈㄥ ㄙㄨˊ,fēngsú,名詞,5,common,ai,word,,,social custom; CL:個|个[ge4]
分開,分ける/離れる,ㄈㄣ ㄎㄞ,fēnkāi,変化動詞,5,common,ai,word,,,to separate; to part
佛教,仏教,ㄈㄛˊ ㄐㄧㄠˋ,fójiào,名詞,5,common,ai,word,,,Buddhism
否則,さもなければ,ㄈㄡˇ ㄗㄜˊ,fǒuzé,接続詞,5,common,ai,word,,,otherwise; if not; or (else)
符合,適合する/合致する,ㄈㄨˊ ㄏㄜˊ,fúhé,状態動詞,5,common,ai,word,,,in accordance with; to agree with; to conform to; to meet (a requirement); (physics) coincidence
福利,福利/福祉,ㄈㄨˊ ㄌㄧˋ,fúlì,名詞,5,common,ai,word,,,material benefit; benefit in kind; (social) welfare
服裝,服装/衣類,ㄈㄨˊ ㄓㄨㄤ,fúzhuāng,名詞,5,common,ai,word,,,dress; clothing; costume
腐敗,腐敗した/堕落した,ㄈㄨˇ ㄅㄞˋ,fǔbài,状態動詞(形容詞),5,common,ai,word,,,corruption; to corrupt; to rot
付出,支払う/捧げる,ㄈㄨˋ ㄔㄨ,fùchū,変化動詞,5,common,ai,word,,,to pay; to expend; to invest (energy or time)
負擔,負担する/負担,ㄈㄨˋ ㄉㄢ,fùdān,名詞/動詞,5,common,ai,word,,,"to bear (an expense, a responsibility etc); burden"
複習,復習する,ㄈㄨˋ ㄒㄧˊ,fùxí,動詞,5,common,ai,word,,,variant of 復習|复习[fu4 xi2]
負責,責任を負う/責任感がある,ㄈㄨˋ ㄗㄜˊ,fùzé,状態動詞(形容詞),5,common,ai,word,,,to be responsible for; to be in charge of; to bear responsibility for; conscientious
該,～すべきだ/例の,ㄍㄞ / ㄍㄞ,gāi / gāi,助動詞/限定詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,should; ought to; probably
改變,変える/変化,ㄍㄞˇ ㄅㄧㄢˋ,gǎibiàn,名詞/動詞,5,common,ai,word,,,to change; to alter; to transform
改進,改善する/改良する,ㄍㄞˇ ㄐㄧㄣˋ,gǎijìn,動詞,5,common,ai,word,,,to improve; to make better; improvement; CL:個|个[ge4]
改善,改善する/良くする,ㄍㄞˇ ㄕㄢˋ,gǎishàn,動詞,5,common,ai,word,,,to make better; to improve; CL:個|个[ge4]
改天,後日/また今度,ㄍㄞˇ ㄊㄧㄢ,gǎitiān,副詞,5,common,ai,word,,,another day; some other time; to find another day (for appointment etc)
蓋,覆う/蓋,ㄍㄞˋ / ㄍㄞˋ(ㄗ˙),gài / gài(zi),動詞/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,lid; top; cover
概念,概念/考え方,ㄍㄞˋ ㄋㄧㄢˋ,gàiniàn,名詞,5,common,ai,word,,,concept; idea; CL:個|个[ge4]
趕,追いかける/急ぐ,ㄍㄢˇ / ㄍㄢˇ,gǎn / gǎn,動詞/状態動詞(形容詞),5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to overtake; to catch up with; to hurry; to rush; to try to catch (the bus etc)
趕上,追いつく,ㄍㄢˇ ㄕㄤˋ,gǎnshàng,変化動詞,5,common,ai,word,,,to keep up with; to catch up with; to overtake
感動,感動する/心動かす,ㄍㄢˇ ㄉㄨㄥˋ,gǎndòng,状態動詞(形容詞),5,common,ai,word,,,to move (sb); to touch (sb emotionally); moving
感想,感想/考え,ㄍㄢˇ ㄒㄧㄤˇ,gǎnxiǎng,名詞,5,common,ai,word,,,impressions; reflections; thoughts
感謝,感謝する/ありがたい,ㄍㄢˇ ㄒㄧㄝˋ,gǎnxiè,状態動詞,5,common,ai,word,,,(express) thanks; gratitude; grateful
感興趣,興味がある,ㄍㄢˇ ㄒㄧㄥˋ ㄑㄩˋ,gǎnxìngqù,状態動詞(形容詞),5,common,ai,word,,,to be interested
鋼琴,ピアノ,ㄍㄤ ㄑㄧㄣˊ,gāngqín,名詞,5,common,ai,word,,,"piano; CL:架[jia4],臺|台[tai2]"
高速,高速の/高速道路,ㄍㄠ ㄙㄨˋ,gāosù,状態動詞(連体用),5,common,ai,word,,,high speed; expressway (abbr. for 高速公路[gao1su4 gong1lu4])
搞,行う/する/取り組む,ㄍㄠˇ,gǎo,動詞,5,common,ai,word,,,to do; to make; to go in for
個,〜個(最も一般的な量詞) / 個/つ(汎用的な助数詞),˙ㄍㄜ / ˙ㄍㄜ,ge / ge,助詞,1,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,(classifier used before a noun that has no specific classifier); (bound form) individual
歌曲,歌,ㄍㄜ ㄑㄩˇ,gēqǔ,名詞,5,common,ai,word,,,song
歌星,人気歌手,ㄍㄜ ㄒㄧㄥ,gēxīng,名詞,5,common,ai,word,,,singing star; famous singer
隔壁,隣/隣人,ㄍㄜˊ ㄅㄧˋ,gébì,名詞,5,common,ai,word,,,next door; neighbor
個人,個人/自分自身,ㄍㄜˋ ㄖㄣˊ,gèrén,名詞,5,common,ai,word,,,individual; personal; oneself
個子,背丈/体格,ㄍㄜˋ ˙ㄗ,gèzi/gèr,名詞,5,common,ai,word,,原表記: 個子/個兒,height; stature; build
給,あげる/〜に / 〜に/〜のために/与える,ㄍㄟˇ / ㄍㄟˇ,gěi / gěi,介詞(前置詞),1,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to; for; for the benefit of ‖ to supply
革命,革命を起こす/革命,ㄍㄜˊ ㄇㄧㄥˋ / ㄍㄜˊ ㄇㄧㄥˋ,gémìng / gémìng,自動詞/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to withdraw the mandate of heaven (and transition to a new dynasty) (original meaning); revolution; revolutionary
跟,〜と/〜について行く / 〜と/ついていく,ㄍㄣ / ㄍㄣ,gēn / gēn,介詞(前置詞)/動詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,heel; to follow closely; to go with
根,根/細長い物の助数詞,ㄍㄣ,gēn,量詞/動詞,5,common,ai,word,,,"root; basis; classifier for long slender objects, e.g. cigarettes, guitar strings"
根據,〜に基づいて/根拠,ㄍㄣ ㄐㄩˋ / ㄍㄣ ㄐㄩˋ,gēnjù/jù / gēnjù,介詞(前置詞)/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,according to; based on; basis
更加,さらに/いっそう,ㄍㄥˋ ㄐㄧㄚ,gèngjiā,副詞,5,common,ai,word,,,more (than sth else); even more
各式各樣,様々な/多種多様な,ㄍㄜˋ ㄕˋ ㄍㄜˋ ㄧㄤˋ,gèshìgèyàng,状態動詞(連体用),5,common,ai,word,,,(of) all kinds and sorts; various
各位,皆様/皆さん,ㄍㄜˋ ㄨㄟˋ,gèwèi,名詞,5,common,ai,word,,,"everybody; all (guests, colleagues etc); all of you"
工廠,工場,ㄍㄨㄥ ㄔㄤˇ,gōngchǎng,名詞,5,common,ai,word,,,"factory; CL:家[jia1],座[zuo4]"
公尺,メートル,ㄍㄨㄥ ㄔˇ,gōngchǐ,量詞,5,common,ai,word,,,meter (unit of length)
公分,センチメートル,ㄍㄨㄥ ㄈㄣ,gōngfēn,量詞,5,common,ai,word,,,centimeter (cm); gram (g)
功夫,技術/カンフー,ㄍㄨㄥ ˙ㄈㄨ,gōngfu,名詞,5,common,ai,word,,,skill; art; kung fu
公共,公共の,ㄍㄨㄥ ㄍㄨㄥˋ,gōnggòng,状態動詞(連体用),5,common,ai,word,,,public; common; communal
公斤,キログラム,ㄍㄨㄥ ㄐㄧㄣ,gōngjīn,量詞,5,common,ai,word,,,kilogram (kg)
工具,道具/ツール,ㄍㄨㄥ ㄐㄩˋ,gōngjù,名詞,5,common,ai,word,,,tool; instrument; utensil
公克,グラム,ㄍㄨㄥ ㄎㄜˋ,gōngkè,量詞,5,common,ai,word,,,gram
公里,キロメートル,ㄍㄨㄥ ㄌㄧˇ,gōnglǐ,量詞,5,common,ai,word,,,kilometer
功能,機能/役割,ㄍㄨㄥ ㄋㄥˊ,gōngnéng,名詞,5,common,ai,word,,,function; capability
恭喜,おめでとう/祝う,ㄍㄨㄥ ㄒㄧˇ,gōngxǐ,動詞,5,common,ai,word,,,to congratulate; (interj.) congratulations!
公寓,マンション/集合住宅,ㄍㄨㄥ ㄩˋ,gōngyù,名詞,5,common,ai,word,,,apartment building; block of flats (may be a public housing block or a condominium etc) (CL:套[tao4])
工作,仕事/働く / 働く/仕事,ㄍㄨㄥ ㄗㄨㄛˋ / ㄍㄨㄥ ㄗㄨㄛˋ,gōngzuò / gōngzuò,自動詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to work; (of a machine) to operate; job
共同,共通の/共同で,ㄍㄨㄥˋ ㄊㄨㄥˊ / ㄍㄨㄥˋ ㄊㄨㄥˊ,gòngtóng / gòngtóng,状態動詞(連体用)/副詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,common; joint; jointly
貢獻,貢献する/捧げる,ㄍㄨㄥˋ ㄒㄧㄢˋ,gòngxiàn,名詞/動詞,5,common,ai,word,,,to contribute; to dedicate; to devote
溝通,意思疎通する/つなぐ,ㄍㄡ ㄊㄨㄥ,gōutōng,動詞,5,common,ai,word,,,to join; to connect; to link up; to communicate
夠,足りる/十分だ / 十分だ/かなり,ㄍㄡˋ / ㄍㄡˋ,gòu / gòu,副詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,enough (sufficient); enough (too much); (coll.) (before adj.) really
購買,購入する,ㄍㄡˋ ㄇㄞˇ,gòumǎi,動詞,5,common,ai,word,,,to purchase; to buy
姑娘,娘/若い女性,ㄍㄨ ˙ㄋㄧㄤ,gūniang,名詞,5,common,ai,word,,原表記: 姑娘（˙ㄋㄧㄤ）,girl; young woman; young lady
古,古代の/古い,ㄍㄨˇ,gǔ,状態動詞(連体用),5,common,ai,word,,,ancient; old; paleo-
古蹟,史跡/遺跡,ㄍㄨˇ ㄐㄧ,gǔjī,名詞,5,common,ai,word,,原表記: 古蹟/跡,places of historic interest; historical sites; CL:個|个[ge4]
古老,古くからの/大昔の,ㄍㄨˇ ㄌㄠˇ,gǔlǎo,状態動詞(形容詞),5,common,ai,word,,,ancient; old; age-old
顧,顧みる/配慮する,ㄍㄨˋ,gù,動詞,5,common,ai,word,,,to look after; to take into consideration; to attend to
顧客,顧客/客,ㄍㄨˋ ㄎㄜˋ,gùkè,名詞,5,common,ai,word,,,customer; client; CL:位[wei4]
故意,わざと/故意に,ㄍㄨˋ ㄧˋ,gùyì,状態動詞(形容詞),5,common,ai,word,,,deliberately; on purpose
刮,削る/吹く/剃る,ㄍㄨㄚ,guā,動詞,5,common,ai,word,,,to scrape; to blow; to shave
乖,おとなしい/利口な,ㄍㄨㄞ,guāi,状態動詞(形容詞),5,common,ai,word,,,"(of a child) obedient, well-behaved; clever; shrewd"
怪,怪しい/奇妙な/ひどく,ㄍㄨㄞˋ / ㄍㄨㄞˋ,guài / guài,動詞/状態動詞(形容詞)/副詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,bewildering; odd; strange
關,閉める/(電気を)消す / 峠/閉める/消す/閉じ込める,ㄍㄨㄢ / ㄍㄨㄢ / ㄍㄨㄢ,guān / guān / guān,変化動詞/量詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,"mountain pass; to close; to shut; to turn off; to confine; to lock (sb) up; to shut (sb in a room, a bird in a cage etc)"
觀察,観察する,ㄍㄨㄢ ㄔㄚˊ,guānchá,動詞,5,common,ai,word,,,to observe; to watch; to survey
觀點,観点/見解,ㄍㄨㄢ ㄉㄧㄢˇ,guāndiǎn,名詞,5,common,ai,word,,,point of view; viewpoint; standpoint
管,管理する/世話する,ㄍㄨㄢˇ / ㄍㄨㄢˇ(ㄗ˙),guǎn / guǎn(zi),動詞/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to take care (of); to control; to manage
廣播,放送/放送する,ㄍㄨㄤˇ ㄅㄛˋ,guǎngbò,名詞/自動詞,5,common,ai,word,,,broadcast; CL:個|个[ge4]; broadcasting
廣場,広場,ㄍㄨㄤˇ ㄔㄤˇ,guǎngchǎng,名詞,5,common,ai,word,,,public square; plaza
廣告,広告/広告する,ㄍㄨㄤˇ ㄍㄠˋ / ㄍㄨㄤˇ ㄍㄠˋ,guǎnggào / guǎnggào,名詞/自動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to advertise; a commercial; advertisement
觀念,観念/考え方,ㄍㄨㄢ ㄋㄧㄢˋ,guānniàn,名詞,5,common,ai,word,,,notion; thought; concept
觀眾,観客/視聴者,ㄍㄨㄢ ㄓㄨㄥˋ,guānzhòng,名詞,5,common,ai,word,,,spectators; audience; visitors (to an exhibition etc)
規矩,規律/行儀の良い,ㄍㄨㄟ ㄐㄩˇ / ㄍㄨㄟ ㄐㄩˇ,guījǔ / guījǔ,名詞/状態動詞(形容詞),5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,lit. compass and set square; fig. established standard; rule
鬼,幽霊/悪魔/ずる賢い人,ㄍㄨㄟˇ,guǐ,名詞,5,common,ai,word,,,disembodied spirit; ghost; devil; (suffix) person with a certain vice or addiction etc; sly; crafty; resourceful (varian
貴姓,お名前は何ですか,ㄍㄨㄟˋ ㄒㄧㄥˋ,guìxìng,,5,common,ai,word,,,what is your surname?; (May I ask) your surname?
國內,国内の,ㄍㄨㄛˊ ㄋㄟˋ,guónèi,名詞,5,common,ai,word,,,domestic; internal (to a country); civil
國外,国外の/海外の,ㄍㄨㄛˊ ㄨㄞˋ,guówài,名詞,5,common,ai,word,,,abroad; external (affairs); overseas
國王,国王,ㄍㄨㄛˊ ㄨㄤˊ,guówáng,名詞,5,common,ai,word,,,king
國語,中国語,ㄍㄨㄛˊ ㄩˇ,guóyǔ,名詞,5,common,ai,word,,,"Chinese language (Mandarin), emphasizing its national nature; Chinese as a primary or secondary school subject; Chinese "
過去,過去/過ぎ去る,ㄍㄨㄛˋ ㄑㄩˋ,guòqù,名詞/自動詞,5,common,ai,word,,,(in the) past; former; previous; to go over; to pass by ‖ (verb suffix)
過日子,生活する/暮らす,ㄍㄨㄛˋ ㄖˋ ˙ㄗ,guòrìzi,自動詞,5,common,ai,word,,,to live one's life; to pass one's days; to get along
嗨,やあ/おい,ㄏㄞ,hāi,助詞,5,common,ai,word,,,oh alas; hey!; hi! (loanword)
還是,それとも/やはり / やはり/まだ/むしろ,ㄏㄞˊ ㄕˋ / ㄏㄞˊ ㄕˋ,háishì / háishì,副詞,1,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,still (as before); had better; unexpectedly
還要,さらに〜が必要だ,ㄏㄞˊ ㄧㄠˋ,háiyào,副詞,5,common,ai,word,,,
海報,ポスター,ㄏㄞˇ ㄅㄠˋ,hǎibào,名詞,5,common,ai,word,,,poster; playbill; notice
海灘,海岸/ビーチ,ㄏㄞˇ ㄊㄢ,hǎitān,名詞,5,common,ai,word,,,beach; CL:片[pian4]
海洋,海洋/海,ㄏㄞˇ ㄧㄤˊ,hǎiyáng,名詞,5,common,ai,word,,,ocean; CL:個|个[ge4]
害,害する/災い,ㄏㄞˋ,hài,動詞,5,common,ai,word,,,to do harm to; to cause trouble to; harm
漢語,中国語,ㄏㄢˋ ㄩˇ,hànyǔ,名詞,5,common,ai,word,,,Chinese language; CL:門|门[men2]
好,良い / 良い/好む,ㄏㄠˇ / ㄏㄠˋ / ㄏㄠˇ,hǎo / hào / hǎo,状態動詞(形容詞)/接続詞,1,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,good; appropriate; proper; all right! ‖ to be fond of; to have a tendency to; to
好好,しっかり/十分に,ㄏㄠˇ ㄏㄠˇ,hǎohǎo/hǎohǎor,副詞,5,common,ai,word,,原表記: 好好/好好兒,well; carefully; nicely; properly
好了,よし/完了した,ㄏㄠˇ ˙ㄌㄜ,hǎole,助詞,5,common,ai,word,,,
和,〜と / と/一緒に/和解する,ㄏㄜˊ / ㄏㄜˊ,hé / hé,介詞(前置詞),2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,(joining two nouns) and; together with; with (Taiwan pr. [han4]); (math.) sum; to make peace ‖ to compose a poem in reply (to sb's poem
合,合う/閉じる,ㄏㄜˊ / ㄏㄜˊ,hé / hé,副詞/自動詞/状態動詞(形容詞),5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,"100 ml; one-tenth of a peck; measure for dry grain equal to one-tenth of sheng 升 or liter, or one-hundredth dou 斗 ‖ to close"
合唱,合唱する,ㄏㄜˊ ㄔㄤˋ,héchàng,動詞,5,common,ai,word,,,chorus; to chorus
黑,黒い,ㄏㄟ,hēi,状態動詞(形容詞),5,common,ai,word,,,abbr. for Heilongjiang province 黑龍江|黑龙江[Hei1 long2 jiang1] ‖ black
