headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes,en_ref
美,美しい,ㄇㄟˇ,měi,状態動詞(形容詞),2,common,ai,word,personal,,(bound form) the Americas (abbr. for 美洲[Mei3 zhou1]); (bound form) USA (abbr. for 美國|美国[Mei3 guo2]) ‖ beautiful
應該,〜すべきだ/〜のはずだ,ㄧㄥ ㄍㄞ,yīnggāi /yīng,助動詞,2,common,ai,word,personal,原表記: 應該/應,ought to; should; must
真的,本当に/本当の,ㄓㄣ ˙ㄉㄜ,zhēnde,副詞,2,common,ai,word,personal,,really; truly; indeed; real; true; genuine; (math.) proper
非常,非常に,ㄈㄟ ㄔㄤˊ,fēicháng,副詞,2,common,ai,word,personal,,very; really; unusual; extraordinary
工作,仕事/働く,ㄍㄨㄥ ㄗㄨㄛˋ,gōngzuò,名詞,2,common,ai,word,work,,to work; (of a machine) to operate; job
醫生,医者,ㄧ ㄕㄥ,yīshēng/yīshī,名詞,2,common,ai,word,work,原表記: 醫生/醫師,"doctor; CL:個|个[ge4],位[wei4],名[ming2]"
一點,少し,ㄧ ㄉㄧㄢˇ,yīdiǎn/yīdiǎnr/yīdiǎndiǎn,限定詞,2,common,ai,word,education,原表記: 一點/一點兒/一點點,"a bit; a little bit; (used in negative expressions) (not) the least bit; (after an adjective, used to form the comparati"
一些,いくつかの,ㄧ ㄒㄧㄝ,yīxiē,限定詞,2,common,ai,word,education,,some; a few; a little
本,〜冊(本の量詞),ㄅㄣˇ,běn,量詞,2,common,ai,word,education,,(bound form) root; stem; (bound form) origin; source; (bound form) one's own; this
張,〜枚(紙などの量詞),ㄓㄤ,zhāng,量詞,2,common,ai,word,education,,to open up; to spread; sheet of paper
英文,英語,ㄧㄥ ㄨㄣˊ,yīngwén,名詞,2,common,ai,word,education,,English (language)
紙,紙,ㄓˇ,zhǐ,名詞,2,common,ai,word,education,,"paper (CL:張|张[zhang1],沓[da2]); classifier for documents, letters etc"
問題,問題/質問,ㄨㄣˋ ㄊㄧˊ,wèntí,名詞,2,common,ai,word,education,,question; problem; issue
意思,意味,ㄧˋ ˙ㄙ,yìsi,名詞,2,common,ai,word,education,,idea; opinion; meaning
餐廳,レストラン,ㄘㄢ ㄊㄧㄥ,cāntīng/fànguǎn,名詞,2,common,ai,word,education,原表記: 餐廳/飯館,dining hall; dining room; restaurant
畫,絵/描く,ㄏㄨㄚˋ,huà/huàr,動詞/名詞,2,common,ai,word,education,原表記: 畫/畫兒,"to draw; to paint; picture; painting (CL:幅[fu2],張|张[zhang1]); to draw (a line) (variant of 劃|划[hua4])"
讀,読む/学ぶ,ㄉㄨˊ,dú,動詞,2,common,ai,word,education,,comma; phrase marked by pause ‖ to read out; to read aloud
會,〜できる(習得)/〜だろう,ㄏㄨㄟˋ,huì,助動詞,2,common,ai,word,education,,can; to have the skill; to know how to; to be likely to; to be sure to; to meet; to get together ‖ (bound form) to reckon accounts
為什麼,なぜ,ㄨㄟˋ ㄕㄣˊ ˙ㄇㄜ,wèishénme,状態動詞(形容詞),2,common,ai,word,education,,why?; for what reason?
下課,授業が終わる,ㄒㄧㄚˋ ㄎㄜˋ,xiàkè,離合動詞,2,common,ai,word,education,,to finish class; to get out of class; (fig.) (esp. of a sports coach) to be dismissed
說話,話をする,ㄕㄨㄛ ㄏㄨㄚˋ,shuōhuà,離合動詞,2,common,ai,word,education,,to speak; to say; to talk
考試,試験/試験を受ける,ㄎㄠˇ ㄕˋ,kǎoshì,離合動詞/名詞,2,common,ai,word,education,,to take an exam; exam; CL:次[ci4]
懂,わかる,ㄉㄨㄥˇ,dǒng,状態動詞,2,common,ai,word,education,,to understand; to comprehend
念,音読する/学ぶ,ㄋㄧㄢˋ,niàn,動詞,2,common,ai,word,education,原表記: 念/唸,to read; to study (a subject); to attend (a school)
課,授業,ㄎㄜˋ,kè,名詞,2,common,ai,word,education,,subject; course; CL:門|门[men2]
教,教える,ㄐㄧㄠ,jiāo,動詞,2,common,ai,word,education,,to teach ‖ religion
告訴,伝える/教える(情報),ㄍㄠˋ ㄙㄨˋ,gàosù,動詞,2,common,ai,word,education,,to press charges; to file a complaint ‖ to tell; to inform; to let know
錯,間違っている,ㄘㄨㄛˋ,cuò,変化動詞,2,common,ai,word,education,,mistake; wrong; bad
功課,宿題,ㄍㄨㄥ ㄎㄜˋ,gōngkè,名詞,2,common,ai,word,education,,homework; assignment; task
教室,教室,ㄐㄧㄠˋ ㄕˋ,jiàoshì,名詞,2,common,ai,word,education,,classroom; CL:間|间[jian1]
句子,文(センテンス),ㄐㄩˋ ˙ㄗ,jùzi,名詞,2,common,ai,word,education,,sentence; CL:個|个[ge4]
休息,休む,ㄒㄧㄡ ㄒㄧˊ,xiūxí,自動詞,2,common,ai,word,education,,rest; to rest
房,家/部屋,ㄈㄤˊ(ㄗ˙),fáng(zi),名詞,2,common,ai,word,home,原表記: 房(子),house; room; CL:間|间[jian1]
房間,部屋,ㄈㄤˊ ㄐㄧㄢ,fángjiān,名詞,2,common,ai,word,home,,"room; CL:間|间[jian1],個|个[ge4]"
樓,階/ビル,ㄌㄡˊ,lóu,量詞,2,common,ai,word,home,,house with more than 1 story; storied building; floor
門,ドア/門,ㄇㄣˊ,mén,名詞,2,common,ai,word,home,,gate; door; CL:扇[shan4]
門口,入り口/戸口,ㄇㄣˊ ㄎㄡˇ,ménkǒu,名詞,2,common,ai,word,home,,doorway; gate; CL:個|个[ge4]
桌,机/テーブル,ㄓㄨㄛ(ㄗ˙),zhuō(zi),名詞,2,common,ai,word,home,原表記: 桌(子),table; desk; classifier for tables of guests at a banquet etc
椅,椅子,ㄧˇ(ㄗ˙),yǐ(zi),名詞,2,common,ai,word,home,原表記: 椅(子),chair
床,ベッド,ㄔㄨㄤˊ,chuáng,名詞,2,common,ai,word,home,,"bed; couch (furniture that one can lie down on) (CL:張|张[zhang1]); bed; bottom (of rivers, oceans, gardens etc); frame; c"
開,開ける/(電気を)つける,ㄎㄞ,kāi,動詞,2,common,ai,word,home,,"to open (transitive or intransitive); (of ships, vehicles, troops etc) to start; to turn on; to put in operation; to ope"
低,低い,ㄉㄧ,dī,状態動詞(形容詞),2,common,ai,word,home,,low; beneath; to lower (one's head)
不錯,なかなか良い,ㄅㄨˋ ㄘㄨㄛˋ,bùcuò,状態動詞(形容詞),2,common,ai,word,home,,correct; right; not bad
天氣,天気,ㄊㄧㄢ ㄑㄧˋ,tiānqì,名詞,2,common,ai,word,home,,weather
空氣,空気,ㄎㄨㄥ ㄑㄧˋ,kōngqì,名詞,2,common,ai,word,home,,air; atmosphere
冷,寒い/冷たい,ㄌㄥˇ,lěng,状態動詞(形容詞),2,common,ai,word,home,,cold
熱,暑い/熱い,ㄖㄜˋ,rè,状態動詞(形容詞),2,common,ai,word,home,,to warm up; to heat up; hot (of weather)
雨,雨,ㄩˇ,yǔ,名詞,2,common,ai,word,home,,"rain; CL:陣|阵[zhen4],場|场[chang2] ‖ (literary) to rain"
下雨,雨が降る,ㄒㄧㄚˋ ㄩˇ,xiàyǔ,離合動詞,2,common,ai,word,home,,to rain
風,風,ㄈㄥ,fēng,名詞,2,common,ai,word,home,,wind; news; style
山,山,ㄕㄢ,shān,名詞,2,common,ai,word,home,,mountain; hill (CL:座[zuo4]); (coll.) small bundle of straw for silkworms to spin cocoons on
花,花,ㄏㄨㄚ,huā/huār,名詞,2,common,ai,word,home,原表記: 花/花兒,"flower; blossom; CL:朵[duo3],支[zhi1],束[shu4],把[ba3],盆[pen2],簇[cu4]"
枝,〜本(棒状の量詞),ㄓ,zhī,量詞,2,common,ai,word,home,,"branch; classifier for sticks, rods, pencils etc"
魚,魚,ㄩˊ,yú,名詞,2,common,ai,word,home,,"fish (CL:條|条[tiao2],尾[wei3]); used in the names of various aquatic animals that are not fish (including abalone 鮑魚|鲍鱼[ba"
雞,鶏,ㄐㄧ,jī,名詞,2,common,ai,word,home,,fowl; chicken; CL:隻|只[zhi1]
牛,牛,ㄋㄧㄡˊ,niú,名詞,2,common,ai,word,home,,ox; cow; bull
豬,豚,ㄓㄨ,zhū,名詞,2,common,ai,word,home,,hog; pig; swine
咖啡,コーヒー,ㄎㄚ ㄈㄟ,kāfēi,名詞,2,common,ai,word,daily,,(loanword) coffee; CL:杯[bei1]
茶,お茶,ㄔㄚˊ,chá,名詞,2,common,ai,word,daily,,"tea; tea plant; CL:杯[bei1],壺|壶[hu2]"
用,使う,ㄩㄥˋ,yòng,動詞,2,common,ai,word,daily,,to use; to make use of; to employ; (coverb) with; using; to need; to have to (usu. used in the negative or in questions)
穿,着る/履く,ㄔㄨㄢ,chuān,動詞,2,common,ai,word,daily,,to wear; to put on; to dress
起床,起きる(起床),ㄑㄧˇ ㄔㄨㄤˊ,qǐchuáng,変化動詞,2,common,ai,word,daily,,to get out of bed; to get up
方便,便利だ,ㄈㄤ ㄅㄧㄢˋ,fāngbiàn,状態動詞(形容詞),2,common,ai,word,daily,,convenient; suitable; to facilitate; to make things easy; having money to spare
睡覺,寝る,ㄕㄨㄟˋ ㄐㄧㄠˋ,shuìjiào,離合動詞,2,common,ai,word,daily,,to go to bed; to sleep
起來,起き上がる/〜し始める,ㄑㄧˇ ㄌㄞˊ,qǐlái,変化動詞,2,common,ai,word,daily,,to stand up; to get up; also pr. [qi3lai2] ‖ (after a verb) indicating the beginning 
先,先に,ㄒㄧㄢ,xiān,副詞,2,common,ai,word,leisure,,beforehand; first; earlier; at first; originally; for the time being; for now
常常,よく/しばしば,ㄔㄤˊ ㄔㄤˊ,chángcháng/cháng,副詞,2,common,ai,word,leisure,原表記: 常常/常,frequently; often
每,毎〜/どの〜も,ㄇㄟˇ,měi,限定詞,2,common,ai,word,leisure,,each; every
打,打つ/(球技を)する,ㄉㄚˇ,dǎ,動詞,2,common,ai,word,leisure,,(loanword) dozen; Taiwan pr. [da3] ‖ to beat
玩,遊ぶ,ㄨㄢˊ,wán,動詞,2,common,ai,word,leisure,,to play; to have fun; to trifle with
運動,運動/運動する,ㄩㄣˋ ㄉㄨㄥˋ,yùndòng,自動詞/名詞,2,common,ai,word,leisure,,to move; to exercise; sports
走路,歩く,ㄗㄡˇ ㄌㄨˋ,zǒulù,離合動詞,2,common,ai,word,leisure,,to walk; to go on foot; to leave; to depart; (informal) to clear off; to beat it
唱歌,歌を歌う,ㄔㄤˋ ㄍㄜ,chànggē,離合動詞,2,common,ai,word,leisure,,to sing a song
跳,跳ぶ,ㄊㄧㄠˋ,tiào,自動詞,2,common,ai,word,leisure,,to jump; to hop; to skip over
還,まだ/さらに,ㄏㄞˊ,hái,副詞,2,common,ai,word,leisure,,still; still in progress; still more ‖ to pay back
唱,歌う,ㄔㄤˋ,chàng,動詞,2,common,ai,word,leisure,,to sing; to call loudly; to chant
歌,歌,ㄍㄜ,gē,名詞,2,common,ai,word,leisure,,"song (CL:首[shou3],支[zhi1]); (bound form) to sing"
跳舞,ダンスをする,ㄊㄧㄠˋ ㄨˇ,tiàowǔ,離合動詞,2,common,ai,word,leisure,,to dance
又,また(繰り返し),ㄧㄡˋ,yòu,副詞,2,common,ai,word,leisure,,(once) again; also; both... and...
球,ボール/球技,ㄑㄧㄡˊ,qiú,名詞,2,common,ai,word,leisure,,ball; sphere; globe
介紹,紹介する,ㄐㄧㄝˋ ㄕㄠˋ,jièshào,動詞,2,common,ai,word,social,,to introduce (sb to sb); to give a presentation; to present (sb for a job etc)
沒關係,大丈夫/かまいません,ㄇㄟˊ ㄍㄨㄢ ˙ㄒㄧ,méiguānxi,状態動詞(形容詞),2,common,ai,word,social,原表記: 沒關係(˙ㄒㄧ),it doesn't matter
事,事/用事,ㄕˋ,shì/shìr,名詞,2,common,ai,word,social,原表記: 事/事兒,matter; thing; item
怎麼,どうやって/どうして,ㄗㄣˇ ˙ㄇㄜ,zěnme,副詞,2,common,ai,word,social,,how?; what?; why?
哪,どれ/どの,ㄋㄚˇ,nǎ,限定詞,2,common,ai,word,travel,,"how; which ‖ (emphatic sentence-final particle, used "
裡面,中/内側,ㄌㄧˇ ㄇㄧㄢˋ,lǐmiàn,名詞,2,common,ai,word,travel,原表記: 裡面/裏面,inside; interior; also pr. [li3 mian5]
上,上/〜の上,ㄕㄤˋ(ㄇㄧㄢˋ),shàng(miàn),名詞,2,common,ai,word,travel,原表記: 上(面),(bound form) up; upper; above; previous; first (of multiple parts); to climb; to get onto; to go up
下,下/〜の下,ㄒㄧㄚˋ(ㄇㄧㄢˋ),xià(miàn),名詞,2,common,ai,word,travel,原表記: 下(面),down; downwards; below
外,外,ㄨㄞˋ(ㄇㄧㄢˋ),wài(miàn),名詞,2,common,ai,word,travel,原表記: 外(面),outside; in addition; foreign
外頭,外(口語),ㄨㄞˋ ˙ㄊㄡ,wàitou,名詞,2,common,ai,word,travel,原表記: 外頭(˙ㄊㄡ),outside; outdoors
前,前,ㄑㄧㄢˊ(ㄇㄧㄢˋ),qián(miàn),名詞,2,common,ai,word,travel,原表記: 前(面),front; forward; ahead
後,後ろ,ㄏㄡˋ(ㄇㄧㄢˋ),hòu(miàn),名詞,2,common,ai,word,travel,原表記: 後(面),back; behind; rear
左,左,ㄗㄨㄛˇ(ㄅㄧㄢ),zuǒ(biān),名詞,2,common,ai,word,travel,原表記: 左(邊),left; the Left (politics); east
右,右,ㄧㄡˋ(ㄅㄧㄢ),yòu(biān),名詞,2,common,ai,word,travel,原表記: 右(邊),(bound form) right; right-hand side; (bound form) (politics) right of center; (bound form) (old) west
旁,そば/となり,ㄆㄤˊ(ㄅㄧㄢ),páng(biān),名詞,2,common,ai,word,travel,原表記: 旁(邊),one side; other; different
裡,中,ㄌㄧˇ,lǐ,名詞,2,common,ai,word,travel,原表記: 裡/裏,lining; interior; inside
中,中/真ん中,ㄓㄨㄥ,zhōng,名詞,2,common,ai,word,travel,,(bound form) China; Chinese; surname Zhong ‖ within; among; in
地方,場所,ㄉㄧˋ ㄈㄤ,dìfāng,名詞,2,common,ai,word,travel,,region; regional (away from the central administration); local ‖ area
附近,近く/付近,ㄈㄨˋ ㄐㄧㄣˋ,fùjìn,名詞,2,common,ai,word,travel,,nearby; neighboring; (in the) vicinity (of); neighborhood
帶,持って行く/連れて行く,ㄉㄞˋ,dài,動詞,2,common,ai,word,travel,,band; belt; girdle
拿,持つ/取る,ㄋㄚˊ,ná,動詞,2,common,ai,word,travel,,to hold; to seize; to catch
站,駅/立つ,ㄓㄢˋ,zhàn,自動詞,2,common,ai,word,travel,,station; to stand; to halt
快,速い/もうすぐ,ㄎㄨㄞˋ,kuài,状態動詞(形容詞),2,common,ai,word,travel,,rapid; quick; speed
慢,遅い,ㄇㄢˋ,màn,状態動詞(形容詞),2,common,ai,word,travel,,slow
計程車,タクシー,ㄐㄧˋ ㄔㄥˊ ㄔㄜ,jìchéngchē,名詞,2,common,ai,word,travel,,(Tw) taxi; cab
火車,汽車(在来線の列車),ㄏㄨㄛˇ ㄔㄜ,huǒchē,名詞,2,common,ai,word,travel,,"train; CL:列[lie4],節|节[jie2],班[ban1],趟[tang4]"
飛機,飛行機,ㄈㄟ ㄐㄧ,fēijī,名詞,2,common,ai,word,travel,,airplane; CL:架[jia4]
輛,〜台(車の量詞),ㄌㄧㄤˋ,liàng,量詞,2,common,ai,word,travel,,classifier for vehicles
出,出る,ㄔㄨ,chū,動詞,2,common,ai,word,travel,,to go out; to come out; to arise; to occur; to produce; to yield
進,入る,ㄐㄧㄣˋ,jìn,動詞,2,common,ai,word,travel,,to go forward; to advance; to go in
外國,外国,ㄨㄞˋ ㄍㄨㄛˊ,wàiguó,名詞,2,common,ai,word,travel,,foreign country
手,手,ㄕㄡˇ,shǒu,名詞,2,common,ai,word,health,,hand; (formal) to hold; person engaged in certain types of work
腳,足,ㄐㄧㄠˇ,jiǎo,名詞,2,common,ai,word,health,,foot; leg (of an animal or an object); base (of an object) ‖ role (variant of 角[jue2])
身體,体,ㄕㄣ ㄊㄧˇ,shēntǐ,名詞,2,common,ai,word,health,,the body; one's health
眼睛,目,ㄧㄢˇ ㄐㄧㄥ,yǎnjīng,名詞,2,common,ai,word,health,,"eye; CL:隻|只[zhi1],雙|双[shuang1]"
鼻,鼻,ㄅㄧˊ(ㄗ˙),bí(zi),名詞,2,common,ai,word,health,原表記: 鼻(子),nose
藥,薬,ㄧㄠˋ,yào,名詞,2,common,ai,word,health,,"medicine; drug; substance used for a specific purpose (e.g. poisoning, explosion, fermenting)"
累,疲れている,ㄌㄟˋ,lèi,状態動詞(形容詞),2,common,ai,word,health,,to accumulate; to involve or implicate (Taiwan pr. [lei4]); continuous ‖ tired
頭,頭,ㄊㄡˊ,tóu,名詞,2,common,ai,word,health,,head; hair style; the top ‖ suffix for nouns
耳朵,耳,ㄦˇ ˙ㄉㄨㄛ,ěrduo,名詞,2,common,ai,word,health,,"ear; CL:隻|只[zhi1],個|个[ge4],對|对[dui4]; handle (on a cup)"
感冒,風邪/風邪をひく,ㄍㄢˇ ㄇㄠˋ,gǎnmào,変化動詞,2,common,ai,word,health,,"to catch cold; (common) cold; CL:場|场[chang2],次[ci4]"
生病,病気になる,ㄕㄥ ㄅㄧㄥˋ,shēngbìng,Vp-sep,2,common,ai,word,health,,to fall ill
餓,お腹がすいた,ㄜˋ,è,状態動詞(形容詞),2,common,ai,word,health,,hungry; to starve (sb)
痛,痛い,ㄊㄨㄥˋ,tòng,状態動詞(形容詞),2,common,ai,word,health,,ache; pain; sorrow
嘴巴,口,ㄗㄨㄟˇ ˙ㄅㄚ,zuǐba/zuǐ,名詞,2,common,ai,word,health,原表記: 嘴巴/嘴,mouth (CL:張|张[zhang1]); slap in the face (CL:個|个[ge4])
病,病気,ㄅㄧㄥˋ,bìng,名詞,2,common,ai,word,health,,illness; CL:場|场[chang2]; disease
看病,診察を受ける/診察する,ㄎㄢˋ ㄅㄧㄥˋ,kànbìng,離合動詞,2,common,ai,word,health,,to visit a doctor; to see a patient
元,〜元(通貨),ㄩㄢˊ,yuán,量詞,2,common,ai,word,shopping,,currency unit (esp. Chinese yuan); (bound form) first; original; primary; (bound form) basic; fundamental
鞋,靴,ㄒㄧㄝˊ(ㄗ˙),xié(zi),名詞,2,common,ai,word,shopping,原表記: 鞋(子),"shoe; CL:雙|双[shuang1],隻|只[zhi1]"
衣服,服,ㄧ ㄈㄨˊ,yīfú/yī,名詞,2,common,ai,word,shopping,原表記: 衣服/衣,"clothes; CL:件[jian4],套[tao4]"
比,〜より(比較),ㄅㄧˇ,bǐ,介詞(前置詞),2,common,ai,word,shopping,,Belgium; Belgian; abbr. for 比利時|比利时[Bi3 li4 shi2] ‖ euphemistic variant of 屄[bi1]
要,欲しい/〜するつもり/要る,ㄧㄠˋ,yào,動詞/助動詞,2,common,ai,word,shopping,,(bound form) to demand; to coerce ‖ to want; to need; to ask for
長,長い,ㄔㄤˊ,cháng,状態動詞(形容詞),2,common,ai,word,shopping,,length; long; forever ‖ chief
新,新しい,ㄒㄧㄣ,xīn,状態動詞(形容詞),2,common,ai,word,shopping,,abbr. for Xinjiang 新疆[Xin1jiang1]; abbr. for Singapore 新加坡[Xin1jia1po1]; surname Xin ‖ new
一樣,同じ,ㄧ ㄧㄤˋ,yīyàng,状態動詞(形容詞),2,common,ai,word,shopping,,same; like; equal to
見,会う/見える,ㄐㄧㄢˋ,jiàn,変化動詞,2,common,ai,word,shopping,,to see; to meet; to appear (to be sth) ‖ to appear
看見,見える/目にする,ㄎㄢˋ ㄐㄧ˙ɑn,kànjiɑn,動詞,2,common,ai,word,shopping,,to see; to catch sight of
聽見,聞こえる,ㄊㄧㄥ ㄐㄧㄢˋ,tīngjiàn,変化動詞,2,common,ai,word,shopping,,to hear
店,店,ㄉㄧㄢˋ,diàn,名詞,2,common,ai,word,shopping,,inn; old-style hotel (CL:家[jia1]); (bound form) shop; store
短,短い,ㄉㄨㄢˇ,duǎn,状態動詞(形容詞),2,common,ai,word,shopping,,short; brief; to lack
飽,お腹がいっぱいだ,ㄅㄠˇ,bǎo,状態動詞(形容詞),2,common,ai,word,shopping,,to eat till full; satisfied
舊,古い(中古の),ㄐㄧㄡˋ,jiù,状態動詞(形容詞),2,common,ai,word,shopping,,old; opposite: new 新; former
像,〜に似ている/〜のようだ,ㄒㄧㄤˋ,xiàng,状態動詞,2,common,ai,word,shopping,,to resemble; to be like; to look as if
一共,合計で,ㄧ ㄍㄨㄥˋ,yīgòng /gòng,副詞,2,common,ai,word,shopping,原表記: 一共/共,altogether
夠,足りる/十分だ,ㄍㄡˋ,gòu,状態動詞(述語用),2,common,ai,word,food,,enough (sufficient); enough (too much); (coll.) (before adj.) really
筷,箸,ㄎㄨㄞˋ(ㄗ˙),kuài(zi),名詞,2,common,ai,word,food,原表記: 筷(子),chopstick
件,〜着/〜件(服・事柄の量詞),ㄐㄧㄢˋ,jiàn,量詞,2,common,ai,word,food,,"item; component; classifier for events, things, clothes etc"
杯,〜杯/コップ,ㄅㄟ,bēi,量詞,2,common,ai,word,food,,"cup; trophy cup; classifier for certain containers of liquids: glass, cup"
菜,料理/野菜,ㄘㄞˋ,cài,名詞,2,common,ai,word,food,,"vegetable; greens (CL:棵[ke1]); dish (of food) (CL:樣|样[yang4],道[dao4],盤|盘[pan2]); (of one's skills etc) weak; poor"
肉,肉,ㄖㄡˋ,ròu,名詞,2,common,ai,word,food,,meat; flesh; pulp (of a fruit)
酒,酒,ㄐㄧㄡˇ,jiǔ,名詞,2,common,ai,word,food,,wine (esp. rice wine); liquor; spirits
喝,飲む,ㄏㄜ,hē,動詞,2,common,ai,word,food,,to drink; variant of 嗬[he1] ‖ to shout
少,少ない,ㄕㄠˇ,shǎo,状態動詞(述語用),2,common,ai,word,food,,few; less; to lack ‖ young
多,多い,ㄉㄨㄛ,duō,状態動詞(述語用)/副詞,2,common,ai,word,food,,many; much; more; a lot of; too many; in excess; (after a numeral) ... odd
小吃,軽食/B級グルメ,ㄒㄧㄠˇ ㄔ,xiǎochī,名詞,2,common,ai,word,food,,street food; snack
牛奶,牛乳,ㄋㄧㄡˊ ㄋㄞˇ,niúnǎi,名詞,2,common,ai,word,food,,"cow's milk; CL:瓶[ping2],杯[bei1]"
蛋,卵,ㄉㄢˋ,dàn,名詞,2,common,ai,word,food,,"egg; CL:個|个[ge4],打[da2]; oval-shaped thing"
餃,餃子,ㄐㄧㄠˇ(ㄗ˙),jiǎo(zi),名詞,2,common,ai,word,food,原表記: 餃(子),dumplings with meat filling
麵,麺,ㄇㄧㄢˋ,miàn,名詞,2,common,ai,word,food,,flour; noodles; (of food) soft (not crunchy)
